1858,0
535,0
3222,0
2347,1
20729,1
22052,1
21238,2
4383,2
22718,2
21901,2
18134,3
22122,3
2673,3
2082,4
9340,4
21679,4
2987,4
21408,5
5554,5
16219,5
21538,5
6370,6
9553,7
9516,7
9795,8
6275,8
22908,9
21776,9
21254,9
12052,9
14311,10
18034,10
20963,10
6551,10
15717,10
13141,11
7471,11
1715,12
9981,12
5727,12
3930,12
22325,13
20034,13
21389,14
12817,14
9911,14
16480,15
22134,15
16443,15
15396,15
6699,16
16791,16
10462,16
22884,16
3323,17
21634,17
20801,17
5153,17
20704,18
13202,18
9333,18
6046,18
21357,18
11215,19
6237,19
5850,19
17216,19
19147,20
22200,20
22131,20
10939,20
20023,20
16645,21
21068,21
20236,21
9711,21
19102,21
4534,21
14719,22
4362,22
21340,22
16453,22
1777,23
6684,23
20850,23
15675,24
21056,24
3816,25
1375,25
22008,25
12448,26
7516,26
15937,26
6299,27
11119,28
7593,28
20224,29
19987,29
21342,30
13571,30
21169,30
14240,31
3413,31
5390,32
5964,32
21141,32
5832,32
5951,32
20172,33
22359,33
9029,33
20814,33
5390,34
663,34
5832,34
20847,35
21560,35
11212,36
20447,36
21095,36
21984,37
20102,37
14496,37
11976,37
18057,38
19875,38
22884,38
7593,38
13553,39
13401,40
7409,40
12629,40
9283,41
12561,41
7022,41
1375,41
11727,42
16074,42
11730,42
7719,42
4500,43
20420,43
18631,43
13444,44
3079,44
18530,44
2012,45
6556,45
14431,46
18248,47
22389,47
21254,47
1541,47
3537,47
21357,47
9927,48
12221,48
12286,49
14014,49
1676,49
3394,50
19404,50
12263,50
9787,50
2024,51
22579,51
20023,51
640,52
21403,53
1375,53
11048,54
2211,54
2863,55
20739,55
18020,55
9462,56
7593,56
19121,57
15787,57
7145,57
8527,58
1095,58
10556,58
20680,59
21312,59
1375,59
7066,60
22118,60
17701,60
14769,60
6890,61
16983,61
19395,62
18930,62
16000,62
3194,63
12971,63
7098,64
11707,64
21254,64
7778,64
21548,64
14872,65
9953,65
8634,65
6381,65
12280,65
20508,66
12662,66
3984,67
20540,67
11731,67
4985,68
12340,68
5586,68
14229,68
15550,69
19355,69
3846,69
22410,69
20546,70
1,71
12396,71
17327,72
3521,73
19959,73
19971,73
15794,73
20102,74
21838,75
7616,75
18005,75
9285,75
2721,75
7098,76
2800,76
22078,76
21254,76
15720,77
4040,77
3930,78
15186,78
6341,78
10064,79
5597,79
20433,79
11417,80
12817,80
11466,81
4740,81
18521,81
17940,81
13410,82
16620,82
3195,82
2244,83
20930,83
8218,84
1829,84
6530,85
9911,85
6696,85
22825,86
18296,86
21790,86
7282,86
21213,86
493,87
9066,87
9101,87
8516,87
2943,88
20714,88
17265,89
4423,89
4823,90
19324,90
1449,91
7770,91
19887,91
13081,92
5926,92
1949,92
13036,92
9296,93
11384,93
11828,93
14158,93
7824,93
21448,93
1664,93
3454,94
19378,95
17686,95
21560,96
9278,96
17234,97
5433,97
17233,97
4237,97
16108,97
20674,97
16219,97
7824,97
862,98
3588,98
14697,98
12956,98
13830,98
3930,98
16386,99
1197,99
12417,99
1904,100
12561,100
2438,101
21,101
14058,102
10667,102
5153,103
5642,103
4680,104
13661,104
11039,104
22921,105
5666,105
17749,105
9087,106
20601,106
6715,107
4406,107
5923,107
11008,108
14077,109
579,110
9227,111
21254,111
21357,111
9375,111
5005,112
17832,112
17833,112
12500,113
22200,113
10985,113
12564,114
18794,114
22188,115
22607,115
7062,116
10009,116
12030,117
16154,117
7170,117
15527,117
4707,117
22538,118
18304,118
21302,119
11245,119
11892,120
9199,120
15585,120
17938,121
10445,121
11433,121
12851,122
15456,122
5835,122
6237,122
16975,122
22529,123
14617,123
9568,123
5152,124
17125,124
20860,125
10584,125
3955,126
5504,126
14672,126
15203,126
18965,126
16990,126
9457,127
17988,127
2446,127
11242,128
260,128
14263,128
7126,128
12335,128
13519,129
2211,129
21754,130
8923,130
15006,130
9609,131
6000,131
12929,131
308,131
21476,132
15930,132
10462,132
7280,132
2700,132
4075,133
5868,133
5798,134
15308,134
11407,134
404,134
12815,134
17586,135
18830,136
2238,136
1327,137
5838,137
11873,137
10888,138
11245,138
4990,138
14053,138
371,138
20546,139
14431,139
16344,140
1338,141
19534,141
8138,141
18056,142
18441,142
21794,142
9243,142
15523,142
16084,142
11200,143
14751,144
5663,144
18933,145
1169,145
18939,145
2375,145
22490,146
18086,146
16443,146
14431,147
7895,148
17066,148
8557,148
17858,148
19268,148
8476,148
12971,148
2708,148
14878,149
12260,149
20637,150
7753,150
5562,150
11925,150
18126,150
10888,151
18187,151
377,151
4990,151
892,152
12162,152
20318,152
22822,153
17303,153
21669,153
14105,153
12052,153
18447,154
21352,154
1999,154
20801,154
5153,154
20216,155
2357,155
20219,155
741,155
4406,156
6715,156
5923,156
402,156
9251,156
7975,156
4604,157
7994,157
3378,158
9178,158
21195,158
22661,159
1229,159
321,159
9557,160
1884,160
10049,160
2353,160
17940,160
10429,161
3190,161
11387,161
20715,161
9041,162
9052,162
17326,162
15842,163
14539,163
7383,163
5813,163
19254,164
10040,164
14376,164
18988,164
9322,165
11843,165
6811,165
21905,165
9599,165
1663,166
5970,166
21555,166
14116,166
21273,166
22725,166
21731,166
14926,167
8084,167
19341,167
14431,168
14431,169
19323,170
7399,170
14494,170
20023,170
11913,171
22163,172
16140,172
16630,172
3378,172
11468,173
14272,173
1696,174
7086,174
20752,174
20834,174
9496,174
7719,175
21510,175
3378,176
12005,176
22163,176
16630,176
7118,176
11422,176
5688,177
20674,177
22970,177
